Coding System,CVX Code,NZVX Code,GP Code,CVX Short Description,vaccine status,VG_Name,Sequence RXA-2,Indication RXA-19 ,Uncertain formulation CVX,ScheduleCode,Name,Simple Description,Detailed Description,Common Responses,Rare Responses,More Information,,,,
NZVX,,210307,,DTaP-IPV-Hep B/Hib,,,1 to 99,3M,,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
NZVX,,210307,,DTaP-IPV-Hep B/Hib,,,1 to 99,5M,,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
NZVX,,210307,,DTaP-IPV-Hep B/Hib,,,1 to 99,4Y,,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
GP Codes,,,DTaP-IPV-Hep B/Hib3m,DTaP-IPV-Hep B/Hib3m,,,,,,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
GP Codes,,,DTaP-IPV-Hep B/Hib5m,DTaP-IPV-Hep B/Hib5m,,,,,,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
GP Codes,,,DTaP-IPV-Hep B/Hib6w,DTaP-IPV-Hep B/Hib6w,,,,,,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
CVX,132,,,"DTaP-IPV-HIB-HEP B, historical",Inactive,POLIO,,,89,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
CVX,132,,,"DTaP-IPV-HIB-HEP B, historical",Inactive,DTAP,,,107,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
CVX,132,,,"DTaP-IPV-HIB-HEP B, historical",Inactive,HIB,,,17,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
CVX,132,,,"DTaP-IPV-HIB-HEP B, historical",Inactive,HepB,,,45,DTaP-IPV-HepB/Hib,,"Protects against diphtheria, tetanus, pertussis (whooping cough), polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
CVX,1,,,DTP,Inactive,DTAP,,,107,,,,,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
GP Codes,,,DTPH-1 6w (old),DTPH-1 6w (old),,,,,,,"Diphtheria, Tetanus, Polio & Haemophilus Influanzae Type B","Protects against Diphtheria, Tetanus, Polio, Haemophilus Influanzae Type B",,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
GP Codes,,,DTPH-2 3m (old),DTPH-2 3m (old),,,,,,,"Diphtheria, Tetanus, Polio & Haemophilus Influanzae Type B","Protects against Diphtheria, Tetanus, Polio, Haemophilus Influanzae Type B",,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
GP Codes,,,DTPH-3 5m (old),DTPH-3 5m (old),,,,,,,"Diphtheria, Tetanus, Polio & Haemophilus Influanzae Type B","Protects against Diphtheria, Tetanus, Polio, Haemophilus Influanzae Type B",,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
